ID	Codepoints	Character	Remarks	Tags
435	U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	👨‍👩‍👦‍👦	family: man, woman, boy, boy	boy | family | man | woman
433	U+1F468 U+200D U+1F469 U+200D U+1F467	👨‍👩‍👧	family: man, woman, girl	family | girl | man | woman
434	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	👨‍👩‍👧‍👦	family: man, woman, girl, boy	boy | family | girl | man | woman
436	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	👨‍👩‍👧‍👧	family: man, woman, girl, girl	family | girl | man | woman
270	U+1F468 U+200D U+1F4BB	👨‍💻	man technologist	coder | developer | inventor | man | software | technologist
266	U+1F468 U+200D U+1F4BC	👨‍💼	man office worker	architect | business | man | man office worker | manager | white-collar
262	U+1F468 U+200D U+1F527	👨‍🔧	man mechanic	electrician | man | mechanic | plumber | tradesperson
268	U+1F468 U+200D U+1F52C	👨‍🔬	man scientist	biologist | chemist | engineer | man | physicist | scientist
278	U+1F468 U+200D U+1F680	👨‍🚀	man astronaut	astronaut | man | rocket
280	U+1F468 U+200D U+1F692	👨‍🚒	man firefighter	firefighter | firetruck | man
350	U+1F468 U+200D U+1F9AF	👨‍🦯	⊛ man with probing cane	accessibility | blind | man | man with probing cane
207	U+1F468 U+200D U+1F9B0	👨‍🦰	man: red hair	adult | man | red hair
208	U+1F468 U+200D U+1F9B1	👨‍🦱	man: curly hair	adult | curly hair | man
210	U+1F468 U+200D U+1F9B2	👨‍🦲	man: bald	adult | bald | man
209	U+1F468 U+200D U+1F9B3	👨‍🦳	man: white hair	adult | man | white hair
352	U+1F468 U+200D U+1F9BC	👨‍🦼	⊛ man in motorized wheelchair	accessibility | man | man in motorized wheelchair | wheelchair
354	U+1F468 U+200D U+1F9BD	👨‍🦽	⊛ man in manual wheelchair	accessibility | man | man in manual wheelchair | wheelchair
250	U+1F468 U+200D U+2695 U+FE0F	👨‍⚕️	man health worker	doctor | healthcare | man | man health worker | nurse | therapist
256	U+1F468 U+200D U+2696 U+FE0F	👨‍⚖️	man judge	justice | man | man judge | scales
276	U+1F468 U+200D U+2708 U+FE0F	👨‍✈️	man pilot	man | pilot | plane
429	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468	👨‍❤️‍👨	couple with heart: man, man	couple | couple with heart | love | man
425	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	👨‍❤️‍💋‍👨	kiss: man, man	couple | kiss | man
211	U+1F469	👩	woman	adult | woman
259	U+1F469 U+200D U+1F33E	👩‍🌾	woman farmer	farmer | gardener | rancher | woman
261	U+1F469 U+200D U+1F373	👩‍🍳	woman cook	chef | cook | woman
253	U+1F469 U+200D U+1F393	👩‍🎓	woman student	graduate | student | woman
273	U+1F469 U+200D U+1F3A4	👩‍🎤	woman singer	actor | entertainer | rock | singer | star | woman
275	U+1F469 U+200D U+1F3A8	👩‍🎨	woman artist	artist | palette | woman
255	U+1F469 U+200D U+1F3EB	👩‍🏫	woman teacher	instructor | professor | teacher | woman
265	U+1F469 U+200D U+1F3ED	👩‍🏭	woman factory worker	assembly | factory | industrial | woman | worker
452	U+1F469 U+200D U+1F466	👩‍👦	family: woman, boy	boy | family | woman
453	U+1F469 U+200D U+1F466 U+200D U+1F466	👩‍👦‍👦	family: woman, boy, boy	boy | family | woman
454	U+1F469 U+200D U+1F467	👩‍👧	family: woman, girl	family | girl | woman
455	U+1F469 U+200D U+1F467 U+200D U+1F466	👩‍👧‍👦	family: woman, girl, boy	boy | family | girl | woman
456	U+1F469 U+200D U+1F467 U+200D U+1F467	👩‍👧‍👧	family: woman, girl, girl	family | girl | woman
442	U+1F469 U+200D U+1F469 U+200D U+1F466	👩‍👩‍👦	family: woman, woman, boy	boy | family | woman
445	U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	👩‍👩‍👦‍👦	family: woman, woman, boy, boy	boy | family | woman
443	U+1F469 U+200D U+1F469 U+200D U+1F467	👩‍👩‍👧	family: woman, woman, girl	family | girl | woman
444	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	👩‍👩‍👧‍👦	family: woman, woman, girl, boy	boy | family | girl | woman
446	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	👩‍👩‍👧‍👧	family: woman, woman, girl, girl	family | girl | woman
271	U+1F469 U+200D U+1F4BB	👩‍💻	woman technologist	coder | developer | inventor | software | technologist | woman
267	U+1F469 U+200D U+1F4BC	👩‍💼	woman office worker	architect | business | manager | white-collar | woman | woman office worker
263	U+1F469 U+200D U+1F527	👩‍🔧	woman mechanic	electrician | mechanic | plumber | tradesperson | woman
269	U+1F469 U+200D U+1F52C	👩‍🔬	woman scientist	biologist | chemist | engineer | physicist | scientist | woman
279	U+1F469 U+200D U+1F680	👩‍🚀	woman astronaut	astronaut | rocket | woman
281	U+1F469 U+200D U+1F692	👩‍🚒	woman firefighter	firefighter | firetruck | woman
351	U+1F469 U+200D U+1F9AF	👩‍🦯	⊛ woman with probing cane	accessibility | blind | woman | woman with probing cane
213	U+1F469 U+200D U+1F9B0	👩‍🦰	woman: red hair	adult | red hair | woman
214	U+1F469 U+200D U+1F9B1	👩‍🦱	woman: curly hair	adult | curly hair | woman
216	U+1F469 U+200D U+1F9B2	👩‍🦲	woman: bald	adult | bald | woman
215	U+1F469 U+200D U+1F9B3	👩‍🦳	woman: white hair	adult | white hair | woman
353	U+1F469 U+200D U+1F9BC	👩‍🦼	⊛ woman in motorized wheelchair	accessibility | wheelchair | woman | woman in motorized wheelchair
355	U+1F469 U+200D U+1F9BD	👩‍🦽	⊛ woman in manual wheelchair	accessibility | wheelchair | woman | woman in manual wheelchair
251	U+1F469 U+200D U+2695 U+FE0F	👩‍⚕️	woman health worker	doctor | healthcare | nurse | therapist | woman | woman health worker
257	U+1F469 U+200D U+2696 U+FE0F	👩‍⚖️	woman judge	judge | scales | woman
277	U+1F469 U+200D U+2708 U+FE0F	👩‍✈️	woman pilot	pilot | plane | woman
428	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468	👩‍❤️‍👨	couple with heart: woman, man	couple | couple with heart | love | man | woman
430	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469	👩‍❤️‍👩	couple with heart: woman, woman	couple | couple with heart | love | woman
424	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	👩‍❤️‍💋‍👨	kiss: woman, man	couple | kiss | man | woman
426	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469	👩‍❤️‍💋‍👩	kiss: woman, woman	couple | kiss | woman
431	U+1F46A	👪	family	family
421	U+1F46B	👫	woman and man holding hands	couple | hand | hold | holding hands | man | woman | woman and man holding hands
422	U+1F46C	👬	men holding hands	couple | Gemini | holding hands | man | men | men holding hands | twins | zodiac
420	U+1F46D	👭	women holding hands	couple | hand | holding hands | women | women holding hands
282	U+1F46E	👮	police officer	cop | officer | police
284	U+1F46E U+200D U+2640 U+FE0F	👮‍♀️	woman police officer	cop | officer | police | woman
283	U+1F46E U+200D U+2642 U+FE0F	👮‍♂️	man police officer	cop | man | officer | police
362	U+1F46F	👯	people with bunny ears	bunny ear | dancer | partying | people with bunny ears
364	U+1F46F U+200D U+2640 U+FE0F	👯‍♀️	women with bunny ears	bunny ear | dancer | partying | women | women with bunny ears
363	U+1F46F U+200D U+2642 U+FE0F	👯‍♂️	men with bunny ears	bunny ear | dancer | men | men with bunny ears | partying
302	U+1F470	👰	bride with veil	bride | bride with veil | veil | wedding
203	U+1F471	👱	person: blond hair	blond | blond-haired person | hair | person: blond hair
212	U+1F471 U+200D U+2640 U+FE0F	👱‍♀️	woman: blond hair	blond-haired woman | blonde | hair | woman | woman: blond hair
206	U+1F471 U+200D U+2642 U+FE0F	👱‍♂️	man: blond hair	blond | blond-haired man | hair | man | man: blond hair
299	U+1F472	👲	man with Chinese cap	gua pi mao | hat | man | man with Chinese cap
296	U+1F473	👳	person wearing turban	person wearing turban | turban
298	U+1F473 U+200D U+2640 U+FE0F	👳‍♀️	woman wearing turban	turban | woman | woman wearing turban
297	U+1F473 U+200D U+2642 U+FE0F	👳‍♂️	man wearing turban	man | man wearing turban | turban
218	U+1F474	👴	old man	adult | man | old
219	U+1F475	👵	old woman	adult | old | woman
198	U+1F476	👶	baby	baby | young
291	U+1F477	👷	construction worker	construction | hat | worker
293	U+1F477 U+200D U+2640 U+FE0F	👷‍♀️	woman construction worker	construction | woman | worker
292	U+1F477 U+200D U+2642 U+FE0F	👷‍♂️	man construction worker	construction | man | worker
295	U+1F478	👸	princess	fairy tale | fantasy | princess
97	U+1F479	👹	ogre	creature | face | fairy tale | fantasy | monster | ogre | troll
98	U+1F47A	👺	goblin	creature | face | fairy tale | fantasy | goblin | monster
99	U+1F47B	👻	ghost	creature | face | fairy tale | fantasy | ghost | monster
305	U+1F47C	👼	baby angel	angel | baby | face | fairy tale | fantasy
100	U+1F47D	👽	alien	alien | creature | extraterrestrial | face | fantasy | ufo
101	U+1F47E	👾	alien monster	alien | creature | extraterrestrial | face | monster | ufo
92	U+1F47F	👿	angry face with horns	angry face with horns | demon | devil | face | fantasy | imp
93	U+1F480	💀	skull	death | face | fairy tale | monster | skull
232	U+1F481	💁	person tipping hand	hand | help | information | person tipping hand | sassy | tipping
234	U+1F481 U+200D U+2640 U+FE0F	💁‍♀️	woman tipping hand	sassy | tipping hand | woman | woman tipping hand
233	U+1F481 U+200D U+2642 U+FE0F	💁‍♂️	man tipping hand	man | man tipping hand | sassy | tipping hand
288	U+1F482	💂	guard	guard
290	U+1F482 U+200D U+2640 U+FE0F	💂‍♀️	woman guard	guard | woman
289	U+1F482 U+200D U+2642 U+FE0F	💂‍♂️	man guard	guard | man
359	U+1F483	💃	woman dancing	dancing | woman
1042	U+1F484	💄	lipstick	cosmetics | lipstick | makeup
181	U+1F485	💅	nail polish	care | cosmetics | manicure | nail | polish
335	U+1F486	💆	person getting massage	face | massage | person getting massage | salon
337	U+1F486 U+200D U+2640 U+FE0F	💆‍♀️	woman getting massage	face | massage | woman | woman getting massage
336	U+1F486 U+200D U+2642 U+FE0F	💆‍♂️	man getting massage	face | man | man getting massage | massage
338	U+1F487	💇	person getting haircut	barber | beauty | haircut | parlor | person getting haircut
340	U+1F487 U+200D U+2640 U+FE0F	💇‍♀️	woman getting haircut	haircut | woman | woman getting haircut
339	U+1F487 U+200D U+2642 U+FE0F	💇‍♂️	man getting haircut	haircut | man | man getting haircut
773	U+1F488	💈	barber pole	barber | haircut | pole
1209	U+1F489	💉	syringe	medicine | needle | shot | sick | syringe
1211	U+1F48A	💊	pill	doctor | medicine | pill | sick
115	U+1F48B	💋	kiss mark	kiss | kiss mark | lips
116	U+1F48C	💌	love letter	heart | letter | love | mail
1043	U+1F48D	💍	ring	diamond | ring
1044	U+1F48E	💎	gem stone	diamond | gem | gem stone | jewel
423	U+1F48F	💏	kiss	couple | kiss
570	U+1F490	💐	bouquet	bouquet | flower
427	U+1F491	💑	couple with heart	couple | couple with heart | love
750	U+1F492	💒	wedding	chapel | romance | wedding
121	U+1F493	💓	beating heart	beating | beating heart | heartbeat | pulsating
126	U+1F494	💔	broken heart	break | broken | broken heart
123	U+1F495	💕	two hearts	love | two hearts
119	U+1F496	💖	sparkling heart	excited | sparkle | sparkling heart
120	U+1F497	💗	growing heart	excited | growing | growing heart | nervous | pulse
117	U+1F498	💘	heart with arrow	arrow | cupid | heart with arrow
131	U+1F499	💙	blue heart	blue | blue heart
130	U+1F49A	💚	green heart	green | green heart
129	U+1F49B	💛	yellow heart	yellow | yellow heart
132	U+1F49C	💜	purple heart	purple | purple heart
118	U+1F49D	💝	heart with ribbon	heart with ribbon | ribbon | valentine
122	U+1F49E	💞	revolving hearts	revolving | revolving hearts
124	U+1F49F	💟	heart decoration	heart | heart decoration
1448	U+1F4A0	💠	diamond with a dot	comic | diamond | diamond with a dot | geometric | inside
1101	U+1F4A1	💡	light bulb	bulb | comic | electric | idea | light
137	U+1F4A2	💢	anger symbol	anger symbol | angry | comic | mad
143	U+1F4A3	💣	bomb	bomb | comic
149	U+1F4A4	💤	zzz	comic | sleep | zzz
138	U+1F4A5	💥	collision	boom | collision | comic
140	U+1F4A6	💦	sweat droplets	comic | splashing | sweat | sweat droplets
921	U+1F4A7	💧	droplet	cold | comic | drop | droplet | sweat
141	U+1F4A8	💨	dashing away	comic | dash | dashing away | running
95	U+1F4A9	💩	pile of poo	dung | face | monster | pile of poo | poo | poop
183	U+1F4AA	💪	flexed biceps	biceps | comic | flex | flexed biceps | muscle
139	U+1F4AB	💫	dizzy	comic | dizzy | star
144	U+1F4AC	💬	speech balloon	balloon | bubble | comic | dialog | speech
148	U+1F4AD	💭	thought balloon	balloon | bubble | comic | thought
572	U+1F4AE	💮	white flower	flower | white flower
136	U+1F4AF	💯	hundred points	100 | full | hundred | hundred points | score
1122	U+1F4B0	💰	money bag	bag | dollar | money | moneybag
1131	U+1F4B1	💱	currency exchange	bank | currency | exchange | money
1132	U+1F4B2	💲	heavy dollar sign	currency | dollar | heavy dollar sign | money
1128	U+1F4B3	💳	credit card	card | credit | money
1123	U+1F4B4	💴	yen banknote	banknote | bill | currency | money | note | yen
1124	U+1F4B5	💵	dollar banknote	banknote | bill | currency | dollar | money | note
1125	U+1F4B6	💶	euro banknote	banknote | bill | currency | euro | money | note
1126	U+1F4B7	💷	pound banknote	banknote | bill | currency | money | note | pound
1127	U+1F4B8	💸	money with wings	banknote | bill | fly | money | money with wings | wings
1130	U+1F4B9	💹	chart increasing with yen	chart | chart increasing with yen | graph | growth | money | yen
835	U+1F4BA	💺	seat	chair | seat
1078	U+1F4BB	💻	laptop computer	computer | laptop computer | pc | personal
1153	U+1F4BC	💼	briefcase	briefcase
1084	U+1F4BD	💽	computer disk	computer | disk | minidisk | optical
1085	U+1F4BE	💾	floppy disk	computer | disk | floppy
1086	U+1F4BF	💿	optical disk	cd | computer | disk | optical
1087	U+1F4C0	📀	dvd	blu-ray | computer | disk | dvd | optical
1154	U+1F4C1	📁	file folder	file | folder
1155	U+1F4C2	📂	open file folder	file | folder | open
1114	U+1F4C3	📃	page with curl	curl | document | page | page with curl
1116	U+1F4C4	📄	page facing up	document | page | page facing up
1157	U+1F4C5	📅	calendar	calendar | date
1158	U+1F4C6	📆	tear-off calendar	calendar | tear-off calendar
1161	U+1F4C7	📇	card index	card | index | rolodex
1162	U+1F4C8	📈	chart increasing	chart | chart increasing | graph | growth | trend | upward
1163	U+1F4C9	📉	chart decreasing	chart | chart decreasing | down | graph | trend
1164	U+1F4CA	📊	bar chart	bar | chart | graph
1165	U+1F4CB	📋	clipboard	clipboard
1166	U+1F4CC	📌	pushpin	pin | pushpin
1167	U+1F4CD	📍	round pushpin	pin | pushpin | round pushpin
1168	U+1F4CE	📎	paperclip	paperclip
1170	U+1F4CF	📏	straight ruler	ruler | straight edge | straight ruler
1171	U+1F4D0	📐	triangular ruler	ruler | set | triangle | triangular ruler
1119	U+1F4D1	📑	bookmark tabs	bookmark | mark | marker | tabs
1113	U+1F4D2	📒	ledger	ledger | notebook
1112	U+1F4D3	📓	notebook	notebook
1105	U+1F4D4	📔	notebook with decorative cover	book | cover | decorated | notebook | notebook with decorative cover
1106	U+1F4D5	📕	closed book	book | closed
1107	U+1F4D6	📖	open book	book | open
1108	U+1F4D7	📗	green book	book | green
1109	U+1F4D8	📘	blue book	blue | book
1110	U+1F4D9	📙	orange book	book | orange
1111	U+1F4DA	📚	books	book | books
1338	U+1F4DB	📛	name badge	badge | name
1115	U+1F4DC	📜	scroll	paper | scroll
1152	U+1F4DD	📝	memo	memo | pencil
1073	U+1F4DE	📞	telephone receiver	phone | receiver | telephone
1074	U+1F4DF	📟	pager	pager
1075	U+1F4E0	📠	fax machine	fax | fax machine
1208	U+1F4E1	📡	satellite antenna	antenna | dish | satellite
1049	U+1F4E2	📢	loudspeaker	loud | loudspeaker | public address
1050	U+1F4E3	📣	megaphone	cheering | megaphone
1137	U+1F4E4	📤	outbox tray	box | letter | mail | outbox | sent | tray
1138	U+1F4E5	📥	inbox tray	box | inbox | letter | mail | receive | tray
1139	U+1F4E6	📦	package	box | package | parcel
1134	U+1F4E7	📧	e-mail	e-mail | email | letter | mail
1135	U+1F4E8	📨	incoming envelope	e-mail | email | envelope | incoming | letter | receive
1136	U+1F4E9	📩	envelope with arrow	arrow | e-mail | email | envelope | envelope with arrow | outgoing
1141	U+1F4EA	📪	closed mailbox with lowered flag	closed | closed mailbox with lowered flag | lowered | mail | mailbox | postbox
1140	U+1F4EB	📫	closed mailbox with raised flag	closed | closed mailbox with raised flag | mail | mailbox | postbox
1142	U+1F4EC	📬	open mailbox with raised flag	mail | mailbox | open | open mailbox with raised flag | postbox
1143	U+1F4ED	📭	open mailbox with lowered flag	lowered | mail | mailbox | open | open mailbox with lowered flag | postbox
1144	U+1F4EE	📮	postbox	mail | mailbox | postbox
1051	U+1F4EF	📯	postal horn	horn | post | postal
1117	U+1F4F0	📰	newspaper	news | newspaper | paper
1070	U+1F4F1	📱	mobile phone	cell | mobile | phone | telephone
1071	U+1F4F2	📲	mobile phone with arrow	arrow | cell | mobile | mobile phone with arrow | phone | receive
1329	U+1F4F3	📳	vibration mode	cell | mobile | mode | phone | telephone | vibration
1330	U+1F4F4	📴	mobile phone off	cell | mobile | off | phone | telephone
1257	U+1F4F5	📵	no mobile phones	cell | forbidden | mobile | no | no mobile phones | phone
1328	U+1F4F6	📶	antenna bars	antenna | antenna bars | bar | cell | mobile | phone
1094	U+1F4F7	📷	camera	camera | video
1095	U+1F4F8	📸	camera with flash	camera | camera with flash | flash | video
1096	U+1F4F9	📹	video camera	camera | video
1093	U+1F4FA	📺	television	television | tv | video
1062	U+1F4FB	📻	radio	radio | video
1097	U+1F4FC	📼	videocassette	tape | vhs | video | videocassette
1091	U+1F4FD	📽	film projector	cinema | film | movie | projector | video
1041	U+1F4FF	📿	prayer beads	beads | clothing | necklace | prayer | religion
1307	U+1F500	🔀	shuffle tracks button	arrow | crossed | shuffle tracks button
1308	U+1F501	🔁	repeat button	arrow | clockwise | repeat | repeat button
1309	U+1F502	🔂	repeat single button	arrow | clockwise | once | repeat single button
1275	U+1F503	🔃	clockwise vertical arrows	arrow | clockwise | clockwise vertical arrows | reload
1276	U+1F504	🔄	counterclockwise arrows button	anticlockwise | arrow | counterclockwise | counterclockwise arrows button | withershins
1326	U+1F505	🔅	dim button	brightness | dim | dim button | low
1327	U+1F506	🔆	bright button	bright | bright button | brightness
1045	U+1F507	🔇	muted speaker	mute | muted speaker | quiet | silent | speaker
1046	U+1F508	🔈	speaker low volume	soft | speaker low volume
1047	U+1F509	🔉	speaker medium volume	medium | speaker medium volume
1048	U+1F50A	🔊	speaker high volume	loud | speaker high volume
1076	U+1F50B	🔋	battery	battery
1077	U+1F50C	🔌	electric plug	electric | electricity | plug
1098	U+1F50D	🔍	magnifying glass tilted left	glass | magnifying | magnifying glass tilted left | search | tool
1099	U+1F50E	🔎	magnifying glass tilted right	glass | magnifying | magnifying glass tilted right | search | tool
1178	U+1F50F	🔏	locked with pen	ink | lock | locked with pen | nib | pen | privacy
1179	U+1F510	🔐	locked with key	closed | key | lock | locked with key | secure
1180	U+1F511	🔑	key	key | lock | password
1176	U+1F512	🔒	locked	closed | locked
1177	U+1F513	🔓	unlocked	lock | open | unlock | unlocked
1052	U+1F514	🔔	bell	bell
1053	U+1F515	🔕	bell with slash	bell | bell with slash | forbidden | mute | quiet | silent
1120	U+1F516	🔖	bookmark	bookmark | mark
1198	U+1F517	🔗	link	link
1449	U+1F518	🔘	radio button	button | geometric | radio
1277	U+1F519	🔙	BACK arrow	arrow | back | BACK arrow
1278	U+1F51A	🔚	END arrow	arrow | end | END arrow
1279	U+1F51B	🔛	ON! arrow	arrow | mark | on | ON! arrow
1280	U+1F51C	🔜	SOON arrow	arrow | soon | SOON arrow
1281	U+1F51D	🔝	TOP arrow	arrow | top | TOP arrow | up
1258	U+1F51E	🔞	no one under eighteen	18 | age restriction | eighteen | no one under eighteen | prohibited | underage
1378	U+1F51F	🔟	keycap: 10	keycap
1379	U+1F520	🔠	input latin uppercase	ABCD | input | latin | letters | uppercase
1380	U+1F521	🔡	input latin lowercase	abcd | input | latin | letters | lowercase
1381	U+1F522	🔢	input numbers	1234 | input | numbers
1382	U+1F523	🔣	input symbols	〒♪&% | input | input symbols
1383	U+1F524	🔤	input latin letters	abc | alphabet | input | latin | letters
920	U+1F525	🔥	fire	fire | flame | tool
1102	U+1F526	🔦	flashlight	electric | flashlight | light | tool | torch
1192	U+1F527	🔧	wrench	spanner | tool | wrench
1182	U+1F528	🔨	hammer	hammer | tool
1193	U+1F529	🔩	nut and bolt	bolt | nut | nut and bolt | tool
711	U+1F52A	🔪	kitchen knife	cooking | hocho | kitchen knife | knife | tool | weapon
1189	U+1F52B	🔫	pistol	gun | handgun | pistol | revolver | tool | weapon
1206	U+1F52C	🔬	microscope	microscope | science | tool
1207	U+1F52D	🔭	telescope	science | telescope | tool
981	U+1F52E	🔮	crystal ball	ball | crystal | fairy tale | fantasy | fortune | tool
1293	U+1F52F	🔯	dotted six-pointed star	dotted six-pointed star | fortune | star
1339	U+1F530	🔰	Japanese symbol for beginner	beginner | chevron | Japanese | Japanese symbol for beginner | leaf
1337	U+1F531	🔱	trident emblem	anchor | emblem | ship | tool | trident
1451	U+1F532	🔲	black square button	black square button | button | geometric | square
1450	U+1F533	🔳	white square button	button | geometric | outlined | square | white square button
1418	U+1F534	🔴	red circle	circle | geometric | red
1422	U+1F535	🔵	blue circle	blue | circle | geometric
1442	U+1F536	🔶	large orange diamond	diamond | geometric | large orange diamond | orange
1443	U+1F537	🔷	large blue diamond	blue | diamond | geometric | large blue diamond
1444	U+1F538	🔸	small orange diamond	diamond | geometric | orange | small orange diamond
1445	U+1F539	🔹	small blue diamond	blue | diamond | geometric | small blue diamond
1446	U+1F53A	🔺	red triangle pointed up	geometric | red | red triangle pointed up
1447	U+1F53B	🔻	red triangle pointed down	down | geometric | red | red triangle pointed down
1317	U+1F53C	🔼	upwards button	arrow | button | red | upwards button
1319	U+1F53D	🔽	downwards button	arrow | button | down | downwards button | red
1284	U+1F549	🕉	om	Hindu | om | religion
532	U+1F54A	🕊	dove	bird | dove | fly | peace
758	U+1F54B	🕋	kaaba	islam | kaaba | Muslim | religion
754	U+1F54C	🕌	mosque	islam | mosque | Muslim | religion
756	U+1F54D	🕍	synagogue	Jew | Jewish | religion | synagogue | temple
1292	U+1F54E	🕎	menorah	candelabrum | candlestick | menorah | religion
854	U+1F550	🕐	one o’clock	00 | 1 | 1:00 | clock | o’clock | one
856	U+1F551	🕑	two o’clock	00 | 2 | 2:00 | clock | o’clock | two
858	U+1F552	🕒	three o’clock	00 | 3 | 3:00 | clock | o’clock | three
860	U+1F553	🕓	four o’clock	00 | 4 | 4:00 | clock | four | o’clock
862	U+1F554	🕔	five o’clock	00 | 5 | 5:00 | clock | five | o’clock
864	U+1F555	🕕	six o’clock	00 | 6 | 6:00 | clock | o’clock | six
866	U+1F556	🕖	seven o’clock	00 | 7 | 7:00 | clock | o’clock | seven
868	U+1F557	🕗	eight o’clock	00 | 8 | 8:00 | clock | eight | o’clock
870	U+1F558	🕘	nine o’clock	00 | 9 | 9:00 | clock | nine | o’clock
872	U+1F559	🕙	ten o’clock	00 | 10 | 10:00 | clock | o’clock | ten
874	U+1F55A	🕚	eleven o’clock	00 | 11 | 11:00 | clock | eleven | o’clock
852	U+1F55B	🕛	twelve o’clock	00 | 12 | 12:00 | clock | o’clock | twelve
855	U+1F55C	🕜	one-thirty	1 | 1:30 | clock | one | one-thirty | thirty
857	U+1F55D	🕝	two-thirty	2 | 2:30 | clock | thirty | two | two-thirty
859	U+1F55E	🕞	three-thirty	3 | 3:30 | clock | thirty | three | three-thirty
861	U+1F55F	🕟	four-thirty	4 | 4:30 | clock | four | four-thirty | thirty
863	U+1F560	🕠	five-thirty	5 | 5:30 | clock | five | five-thirty | thirty
865	U+1F561	🕡	six-thirty	6 | 6:30 | clock | six | six-thirty | thirty
867	U+1F562	🕢	seven-thirty	7 | 7:30 | clock | seven | seven-thirty | thirty
869	U+1F563	🕣	eight-thirty	8 | 8:30 | clock | eight | eight-thirty | thirty
871	U+1F564	🕤	nine-thirty	9 | 9:30 | clock | nine | nine-thirty | thirty
873	U+1F565	🕥	ten-thirty	10 | 10:30 | clock | ten | ten-thirty | thirty
875	U+1F566	🕦	eleven-thirty	11 | 11:30 | clock | eleven | eleven-thirty | thirty
853	U+1F567	🕧	twelve-thirty	12 | 12:30 | clock | thirty | twelve | twelve-thirty
1100	U+1F56F	🕯	candle	candle | light
851	U+1F570	🕰	mantelpiece clock	clock | mantelpiece clock
142	U+1F573	🕳	hole	hole
361	U+1F574	🕴	man in suit levitating	business | man | man in suit levitating | suit
285	U+1F575	🕵	detective	detective | sleuth | spy
287	U+1F575 U+FE0F U+200D U+2640 U+FE0F	🕵️‍♀️	woman detective	detective | sleuth | spy | woman
286	U+1F575 U+FE0F U+200D U+2642 U+FE0F	🕵️‍♂️	man detective	detective | man | sleuth | spy
1003	U+1F576	🕶	sunglasses	dark | eye | eyewear | glasses | sunglasses
565	U+1F577	🕷	spider	insect | spider
566	U+1F578	🕸	spider web	spider | web
984	U+1F579	🕹	joystick	game | joystick | video game
360	U+1F57A	🕺	man dancing	dance | man | man dancing
1169	U+1F587	🖇	linked paperclips	link | linked paperclips | paperclip
1149	U+1F58A	🖊	pen	ballpoint | pen
1148	U+1F58B	🖋	fountain pen	fountain | pen
1150	U+1F58C	🖌	paintbrush	paintbrush | painting
1151	U+1F58D	🖍	crayon	crayon
152	U+1F590	🖐	hand with fingers splayed	finger | hand | hand with fingers splayed | splayed
165	U+1F595	🖕	middle finger	finger | hand | middle finger
154	U+1F596	🖖	vulcan salute	finger | hand | spock | vulcan | vulcan salute
134	U+1F5A4	🖤	black heart	black | black heart | evil | wicked
1079	U+1F5A5	🖥	desktop computer	computer | desktop
1080	U+1F5A8	🖨	printer	computer | printer
1082	U+1F5B1	🖱	computer mouse	computer | computer mouse
1083	U+1F5B2	🖲	trackball	computer | trackball
998	U+1F5BC	🖼	framed picture	art | frame | framed picture | museum | painting | picture
1156	U+1F5C2	🗂	card index dividers	card | dividers | index
1173	U+1F5C3	🗃	card file box	box | card | file
1174	U+1F5C4	🗄	file cabinet	cabinet | file | filing
1175	U+1F5D1	🗑	wastebasket	wastebasket
1159	U+1F5D2	🗒	spiral notepad	note | pad | spiral | spiral notepad
1160	U+1F5D3	🗓	spiral calendar	calendar | pad | spiral
1195	U+1F5DC	🗜	clamp	clamp | compress | tool | vice
1181	U+1F5DD	🗝	old key	clue | key | lock | old
1118	U+1F5DE	🗞	rolled-up newspaper	news | newspaper | paper | rolled | rolled-up newspaper
1187	U+1F5E1	🗡	dagger	dagger | knife | weapon
457	U+1F5E3	🗣	speaking head	face | head | silhouette | speak | speaking
146	U+1F5E8	🗨	left speech bubble	dialog | left speech bubble | speech
147	U+1F5EF	🗯	right anger bubble	angry | balloon | bubble | mad | right anger bubble
1145	U+1F5F3	🗳	ballot box with ballot	ballot | ballot box with ballot | box
717	U+1F5FA	🗺	world map	map | world
723	U+1F5FB	🗻	mount fuji	fuji | mount fuji | mountain
751	U+1F5FC	🗼	Tokyo tower	Tokyo | tower
752	U+1F5FD	🗽	Statue of Liberty	liberty | statue | Statue of Liberty
718	U+1F5FE	🗾	map of Japan	Japan | map | map of Japan
1234	U+1F5FF	🗿	moai	face | moai | moyai | statue
1	U+1F600	😀	grinning face	face | grin | grinning face
